Gene ID	source_id	Product Description	Input Ortholog(s)	gene_source_id	Gene Name or Symbol	
PF3D7_1202600	PF3D7_1202600.1	nuclear export mediator factor NEMF, putative	PVP01_1301900	PF3D7_1202600	NEMF	
PF3D7_1202700	PF3D7_1202700.1	conserved Plasmodium protein, unknown function	PVP01_1302000	PF3D7_1202700	N/A	
PF3D7_1202800	PF3D7_1202800.1	DNA/RNA-binding protein, putative	PVP01_1302100	PF3D7_1202800	N/A	
PF3D7_1202900	PF3D7_1202900.1	high mobility group protein B1	PVP01_1302200	PF3D7_1202900	HMGB1	
PF3D7_1203000	PF3D7_1203000.1	origin recognition complex subunit 1	PVP01_1302300	PF3D7_1203000	ORC1	
PF3D7_1203200	PF3D7_1203200.1	signal recognition particle subunit SRP14	PVP01_1302500	PF3D7_1203200	SRP14	
PF3D7_1203300	PF3D7_1203300.1	TBCC domain-containing protein, putative	PVP01_1302600	PF3D7_1203300	N/A	
PF3D7_1203500	PF3D7_1203500.1	threonylcarbamoyl-AMP synthase, putative	PVP01_1302800	PF3D7_1203500	SUA5	
PF3D7_1203600	PF3D7_1203600.1	cytochrome c1 heme lyase, putative	PVP01_1302900	PF3D7_1203600	CC1HL	
PF3D7_1203700	PF3D7_1203700.1	nucleosome assembly protein	PVP01_1303000	PF3D7_1203700	NAPL	
PF3D7_1203900	PF3D7_1203900.1	ubiquitin-conjugating enzyme E2	PVP01_1303100	PF3D7_1203900	UBC	
PF3D7_1204000	PF3D7_1204000.1	conserved Plasmodium protein, unknown function	PVP01_1303200	PF3D7_1204000	N/A	
PF3D7_1204100	PF3D7_1204100.1	conserved Plasmodium protein, unknown function	PVP01_1303300	PF3D7_1204100	N/A	
PF3D7_1204200	PF3D7_1204200.1	conserved Plasmodium protein, unknown function	PVP01_1303400	PF3D7_1204200	N/A	
PF3D7_1204300	PF3D7_1204300.1	eukaryotic translation initiation factor 5A	PVP01_1303500	PF3D7_1204300	EIF5A	
PF3D7_1204400	PF3D7_1204400.1	sexual stage-specific protein G37, putative	PVP01_1303600	PF3D7_1204400	G37	
PF3D7_1204500	PF3D7_1204500.1	conserved protein, unknown function	PVP01_1303700	PF3D7_1204500	N/A	
PF3D7_1204600	PF3D7_1204600.1	cytidine deaminase, putative	PVP01_1303800	PF3D7_1204600	N/A	
PF3D7_1204700	PF3D7_1204700.1	conserved protein, unknown function	PVP01_1303900	PF3D7_1204700	N/A	
PF3D7_1204900	PF3D7_1204900.1	conserved Plasmodium protein, unknown function	PVP01_1304000	PF3D7_1204900	N/A	
PF3D7_1205000	PF3D7_1205000.1	conserved protein, unknown function	PVP01_1304100	PF3D7_1205000	N/A	
PF3D7_1205100	PF3D7_1205100.1	O-phosphoseryl-tRNA(Sec) selenium transferase, putative	PVP01_1304200	PF3D7_1205100	SEPSECS	
PF3D7_1205200	PF3D7_1205200.1	HAD domain ookinete protein, putative	PVP01_1304300	PF3D7_1205200	HADO	
PF3D7_1205300	PF3D7_1205300.1	conserved Plasmodium protein, unknown function	PVP01_1304400	PF3D7_1205300	N/A	
PF3D7_1205400	PF3D7_1205400.1	kelch domain-containing protein, putative	PVP01_1304500	PF3D7_1205400	N/A	
PF3D7_1205500	PF3D7_1205500.1	zinc finger protein, putative	PVP01_1304600	PF3D7_1205500	N/A	
PF3D7_1205600	PF3D7_1205600.1	tetratricopeptide repeat protein, putative	PVP01_1304700	PF3D7_1205600	N/A	
PF3D7_1205700	PF3D7_1205700.1	targeted glyoxalase II	PVP01_1304800	PF3D7_1205700	tGLO2	
PF3D7_1205900	PF3D7_1205900.1	conserved protein, unknown function	PVP01_1305000	PF3D7_1205900	N/A	
PF3D7_1206000	PF3D7_1206000.1	shewanella-like protein phosphatase 2	PVP01_1305100	PF3D7_1206000	SHLP2	
PF3D7_1206100	PF3D7_1206100.1	IMP-specific 5'-nucleotidase, putative	PVP01_1305200	PF3D7_1206100	N/A	
PF3D7_1206200	PF3D7_1206200.1	eukaryotic translation initiation factor 3 subunit C, putative	PVP01_1305300	PF3D7_1206200	EIF3C	
PF3D7_1206300	PF3D7_1206300.1	conserved Plasmodium protein, unknown function	PVP01_1305400	PF3D7_1206300	N/A	
PF3D7_1206400	PF3D7_1206400.1	thiosulfate sulfurtransferase, putative	PVP01_1305500	PF3D7_1206400	TUM1	
PF3D7_1206500	PF3D7_1206500.1	Tat binding protein 1(TBP-1)-interacting protein, putative	PVP01_1305600	PF3D7_1206500	N/A	
PF3D7_1206600	PF3D7_1206600.1	DNA-directed RNA polymerase III subunit RPC2, putative	PVP01_1305700	PF3D7_1206600	RPC2	
PF3D7_1206700	PF3D7_1206700.1	eukaryotic translation initiation factor 5, putative	PVP01_1305800	PF3D7_1206700	EIF5	
PF3D7_1206800	PF3D7_1206800.1	conserved Plasmodium protein, unknown function	PVP01_1305900	PF3D7_1206800	N/A	
PF3D7_1207100	PF3D7_1207100.1	pre-rRNA-processing protein ESF1, putative	PVP01_1306200	PF3D7_1207100	N/A	
PF3D7_1207300	PF3D7_1207300.1	LIMP protein, putative	PVP01_1306400	PF3D7_1207300	LIMP	
PF3D7_1207500	PF3D7_1207500.1	RNA-binding protein, putative	PVP01_1306600	PF3D7_1207500	N/A	
PF3D7_1207600	PF3D7_1207600.1	tRNA dimethylallyltransferase, putative	PVP01_1306700	PF3D7_1207600	MiaA	
PF3D7_1207700	PF3D7_1207700.1	41-3 protein	PVP01_1306800	PF3D7_1207700	N/A	
PF3D7_1207900	PF3D7_1207900.1	conserved Plasmodium protein, unknown function	PVP01_1307000	PF3D7_1207900	N/A	
PF3D7_1208000	PF3D7_1208000.1	ribosomal protein L29, apicoplast, putative	PVP01_1307100	PF3D7_1208000	N/A	
PF3D7_1208100	PF3D7_1208100.1	conserved Plasmodium protein, unknown function	PVP01_1307200	PF3D7_1208100	N/A	
PF3D7_1208200	PF3D7_1208200.1	cysteine repeat modular protein 3	PVP01_1307300	PF3D7_1208200	CRMP3	
PF3D7_1208300	PF3D7_1208300.1	acyl carrier protein, mitochondrial, putative	PVP01_1307400	PF3D7_1208300	N/A	
PF3D7_1208400	PF3D7_1208400.1	amino acid transporter, putative	PVP01_1307500	PF3D7_1208400	N/A	
PF3D7_1208500	PF3D7_1208500.1	conserved Plasmodium protein, unknown function	PVP01_1307600	PF3D7_1208500	N/A	
PF3D7_1208600	PF3D7_1208600.1	mitochondrial import inner membrane translocase subunit TIM10, putative	PVP01_1307700	PF3D7_1208600	TIM10	
PF3D7_1208700	PF3D7_1208700.1	conserved protein, unknown function	PVP01_1307800	PF3D7_1208700	N/A	
PF3D7_1208900	PF3D7_1208900.1	protein phosphatase PPM11, putative	PVP01_1308000	PF3D7_1208900	PPM11	
PF3D7_1209000	PF3D7_1209000.1	mago-binding protein, putative	PVP01_1308100	PF3D7_1209000	N/A	
PF3D7_1209200	PF3D7_1209200.1	U6 snRNA-associated Sm-like protein LSm7, putative	PVP01_1308300	PF3D7_1209200	LSM7	
PF3D7_1209400	PF3D7_1209400.1	cytosolic iron-sulfur protein assembly protein 1, putative	PVP01_1308500	PF3D7_1209400	CIA1	
PF3D7_1209500	PF3D7_1209500.1	cGMP-specific 3',5'-cyclic phosphodiesterase alpha	PVP01_1308600	PF3D7_1209500	PDEalpha	
PF3D7_1209500	PF3D7_1209500.2	cGMP-specific 3',5'-cyclic phosphodiesterase alpha	PVP01_1308600	PF3D7_1209500	PDEalpha	
PF3D7_1209600	PF3D7_1209600.1	porphobilinogen deaminase	PVP01_1308700	PF3D7_1209600	PBGD	
PF3D7_1209700	PF3D7_1209700.1	conserved protein, unknown function	PVP01_1308800	PF3D7_1209700	N/A	
PF3D7_1209800	PF3D7_1209800.1	ATP synthase mitochondrial F1 complex assembly factor 1, putative	PVP01_1308900	PF3D7_1209800	ATP11	
PF3D7_1209900	PF3D7_1209900.1	ABC transporter B family member 7, putative	PVP01_1309000	PF3D7_1209900	ABCB7	
PF3D7_1210000	PF3D7_1210000.1	50S ribosomal protein L1, apicoplast, putative	PVP01_1309100	PF3D7_1210000	RPL1	
PF3D7_1210100	PF3D7_1210100.1	syntaxin, Qa-SNARE family	PVP01_1309300	PF3D7_1210100	SYN2	
PF3D7_1210200	PF3D7_1210200.1	zinc finger protein, putative	PVP01_1309400	PF3D7_1210200	N/A	
PF3D7_1210300	PF3D7_1210300.1	conserved Plasmodium protein, unknown function	PVP01_1309500	PF3D7_1210300	N/A	
PF3D7_1210400	PF3D7_1210400.1	general transcription factor 3C polypeptide 5, putative	PVP01_1309700	PF3D7_1210400	N/A	
PF3D7_1210500	PF3D7_1210500.1	conserved Plasmodium protein, unknown function	PVP01_1309800	PF3D7_1210500	N/A	
PF3D7_1210600	PF3D7_1210600.1	conserved Plasmodium protein, unknown function	PVP01_1309900	PF3D7_1210600	N/A	
PF3D7_1210700	PF3D7_1210700.1	conserved Plasmodium protein, unknown function	PVP01_1310000	PF3D7_1210700	N/A	
PF3D7_1210900	PF3D7_1210900.1	GPI mannosyltransferase 1	PVP01_1310100	PF3D7_1210900	PIGM	
PF3D7_1211000	PF3D7_1211000.1	kinesin-X3, putative	PVP01_1310200	PF3D7_1211000	N/A	
PF3D7_1211100	PF3D7_1211100.1	HSP20-like chaperone, putative	PVP01_1310300	PF3D7_1211100	N/A	
PF3D7_1211200	PF3D7_1211200.1	conserved Plasmodium protein, unknown function	PVP01_1310400	PF3D7_1211200	N/A	
PF3D7_1211300	PF3D7_1211300.1	DNA helicase MCM8, putative	PVP01_1310500	PF3D7_1211300	MCM8	
PF3D7_1211400	PF3D7_1211400.1	heat shock protein DNAJ homologue Pfj4	PVP01_1310600	PF3D7_1211400	PfJ4	
PF3D7_1211500	PF3D7_1211500.1	ribosomal protein S18, mitochondrial	PVP01_1310700	PF3D7_1211500	mtRPS18	
PF3D7_1211700	PF3D7_1211700.1	DNA replication licensing factor MCM5, putative	PVP01_1310900	PF3D7_1211700	MCM5	
PF3D7_1211800	PF3D7_1211800.1	polyubiquitin	PVP01_1311000	PF3D7_1211800	PfpUB	
PF3D7_1211900	PF3D7_1211900.1	non-SERCA-type Ca2+ -transporting P-ATPase	PVP01_1311100	PF3D7_1211900	ATP4	
PF3D7_1212000	PF3D7_1212000.1	glutathione peroxidase-like thioredoxin peroxidase	PVP01_1311200	PF3D7_1212000	TPx(Gl)	
PF3D7_1212100	PF3D7_1212100.1	peripheral plastid protein 1, putative	PVP01_1311300	PF3D7_1212100	PPP1	
PF3D7_1212200	PF3D7_1212200.1	conserved protein, unknown function	PVP01_1431100	PF3D7_1212200	N/A	
PF3D7_1212300	PF3D7_1212300.1	WD repeat-containing protein, putative	PVP01_1431200	PF3D7_1212300	N/A	
PF3D7_1212400	PF3D7_1212400.1	tetratricopeptide repeat protein, putative	PVP01_1431300	PF3D7_1212400	N/A	
PF3D7_1212500	PF3D7_1212500.1	glycerol-3-phosphate 1-O-acyltransferase	PVP01_1431400	PF3D7_1212500	GAT	
PF3D7_1212600	PF3D7_1212600.1	SND2 domain-containing protein, putative	PVP01_1431500	PF3D7_1212600	N/A	
PF3D7_1212600	PF3D7_1212600.2	unspecified product	PVP01_1431500	PF3D7_1212600	N/A	
PF3D7_1212700	PF3D7_1212700.1	eukaryotic translation initiation factor 3 subunit A, putative	PVP01_1431600	PF3D7_1212700	EIF3A	
PF3D7_1212800	PF3D7_1212800.1	succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial	PVP01_1431700	PF3D7_1212800	SDHB	
PF3D7_1212900	PF3D7_1212900.1	bromodomain protein 2, putative	PVP01_1431800	PF3D7_1212900	BDP2	
PF3D7_1213200	PF3D7_1213200.1	mediator of RNA polymerase II transcription subunit 18, putative	PVP01_1432000	PF3D7_1213200	MED18	
PF3D7_1213300	PF3D7_1213300.1	conserved Plasmodium protein, unknown function	PVP01_1432100	PF3D7_1213300	N/A	
PF3D7_1213400	PF3D7_1213400.1	kelch domain-containing protein, putative	PVP01_1432200	PF3D7_1213400	N/A	
PF3D7_1213500	PF3D7_1213500.1	integral membrane protein GPR180, putative	PVP01_1432300	PF3D7_1213500	N/A	
PF3D7_1213600	PF3D7_1213600.1	dynein light chain 1, putative	PVP01_1432400	PF3D7_1213600	DLC8	
PF3D7_1213700	PF3D7_1213700.1	DNA-directed RNA polymerases I, II, and III subunit RPABC3, putative	PVP01_1432500	PF3D7_1213700	RPB8	
PF3D7_1213800	PF3D7_1213800.1	proline--tRNA ligase	PVP01_1432600	PF3D7_1213800	PRS	
PF3D7_1213900	PF3D7_1213900.1	W2 domain-containing protein, putative	PVP01_1432700	PF3D7_1213900	N/A	
PF3D7_1214000	PF3D7_1214000.1	conserved protein, unknown function	PVP01_1432800	PF3D7_1214000	N/A	
PF3D7_1214100	PF3D7_1214100.1	GPI ethanolamine phosphate transferase 3, putative	PVP01_1432900	PF3D7_1214100	PIGO	
PF3D7_1214200	PF3D7_1214200.1	histone-lysine N-methyltransferase, putative	PVP01_1433000	PF3D7_1214200	SET5	
PF3D7_1214300	PF3D7_1214300.1	geranylgeranyl transferase type-2 subunit beta, putative	PVP01_1433100	PF3D7_1214300	N/A	
PF3D7_1214400	PF3D7_1214400.1	ER membrane protein complex subunit 6, putative	PVP01_1433200	PF3D7_1214400	EMC6	
PF3D7_1214500	PF3D7_1214500.1	conserved Plasmodium protein, unknown function	PVP01_1433300	PF3D7_1214500	N/A	
PF3D7_1214600	PF3D7_1214600.1	adrenodoxin-type ferredoxin, putative	PVP01_1433400	PF3D7_1214600	N/A	
PF3D7_1214700	PF3D7_1214700.1	conserved protein, unknown function	PVP01_1433500	PF3D7_1214700	N/A	
PF3D7_1214800	PF3D7_1214800.1	conserved Plasmodium protein, unknown function	PVP01_1433600	PF3D7_1214800	OBC13	
PF3D7_1214900	PF3D7_1214900.1	conserved protein, unknown function	PVP01_1433700	PF3D7_1214900	N/A	
PF3D7_1215000	PF3D7_1215000.1	thioredoxin peroxidase 2	PVP01_1433800	PF3D7_1215000	Trx-Px2	
PF3D7_1215100	PF3D7_1215100.1	SUN domain-containing protein, putative	PVP01_1433900	PF3D7_1215100	N/A	
PF3D7_1215200	PF3D7_1215200.1	peptidyl-prolyl cis-trans isomerase	PVP01_1434000	PF3D7_1215200	CYP32	
PF3D7_1215300	PF3D7_1215300.1	10 kDa chaperonin	PVP01_1434100	PF3D7_1215300	CPN10	
PF3D7_1215500	PF3D7_1215500.1	conserved Plasmodium protein, unknown function	PVP01_1434300	PF3D7_1215500	N/A	
PF3D7_1215600	PF3D7_1215600.1	conserved protein, unknown function	PVP01_1434400	PF3D7_1215600	N/A	
PF3D7_1215800	PF3D7_1215800.1	radial spoke head protein 9, putative	PVP01_1434600	PF3D7_1215800	RSPH9	
PF3D7_1215900	PF3D7_1215900.1	serpentine receptor, putative	PVP01_1434700	PF3D7_1215900	SR10	
PF3D7_1216000	PF3D7_1216000.1	serine--tRNA ligase, putative	PVP01_1434800	PF3D7_1216000	N/A	
PF3D7_1216100	PF3D7_1216100.1	conserved protein, unknown function	PVP01_1434900	PF3D7_1216100	N/A	
PF3D7_1216200	PF3D7_1216200.1	glycerol-3-phosphate dehydrogenase [NAD(+)], putative	PVP01_1435000	PF3D7_1216200	N/A	
PF3D7_1216300	PF3D7_1216300.1	signal recognition particle subunit SRP19	PVP01_1435100	PF3D7_1216300	SRP19	
PF3D7_1216400	PF3D7_1216400.1	conserved Plasmodium membrane protein, unknown function	PVP01_1435200	PF3D7_1216400	N/A	
PF3D7_1216500	PF3D7_1216500.1	male development gene 1	PVP01_1435300	PF3D7_1216500	MDV1	
PF3D7_1216600	PF3D7_1216600.1	cell traversal protein for ookinetes and sporozoites	PVP01_1435400	PF3D7_1216600	CelTOS	
PF3D7_1216700	PF3D7_1216700.1	perforin-like protein 2	PVP01_1435500	PF3D7_1216700	PLP2	
PF3D7_1216900	PF3D7_1216900.1	DNA-binding chaperone, putative	PVP01_1435700	PF3D7_1216900	N/A	
PF3D7_1217000	PF3D7_1217000.1	conserved protein, unknown function	PVP01_1435800	PF3D7_1217000	N/A	
PF3D7_1217100	PF3D7_1217100.1	meiotic recombination protein SPO11, putative	PVP01_1435900	PF3D7_1217100	SPO11	
PF3D7_1217100	PF3D7_1217100.2	meiotic recombination protein SPO11, putative	PVP01_1435900	PF3D7_1217100	SPO11	
PF3D7_1217200	PF3D7_1217200.1	multiple RNA-binding domain-containing protein 1, putative	PVP01_1436000	PF3D7_1217200	MRD1	
PF3D7_1217300	PF3D7_1217300.1	GTP-binding protein EngA	PVP01_1436100	PF3D7_1217300	EngA	
PF3D7_1217400	PF3D7_1217400.1	conserved protein, unknown function	PVP01_1436200	PF3D7_1217400	N/A	
PF3D7_1217500	PF3D7_1217500.1	conserved Plasmodium protein, unknown function	PVP01_1436300	PF3D7_1217500	N/A	
PF3D7_1217600	PF3D7_1217600.1	anaphase-promoting complex subunit 10, putative	PVP01_1436400	PF3D7_1217600	APC10	
PF3D7_1217800	PF3D7_1217800.1	diphthamide biosynthesis protein 3, putative	PVP01_1436600	PF3D7_1217800	DPH3	
PF3D7_1217900	PF3D7_1217900.1	PPPDE peptidase domain-containing protein, putative	PVP01_1436700	PF3D7_1217900	N/A	
PF3D7_1218000	PF3D7_1218000.1	thrombospondin-related apical membrane protein	PVP01_1436800	PF3D7_1218000	TRAMP	
PF3D7_1218100	PF3D7_1218100.1	conserved Plasmodium protein, unknown function	PVP01_1436900	PF3D7_1218100	N/A	
PF3D7_1218200	PF3D7_1218200.1	symplekin domain-containing protein, putative	PVP01_1437000	PF3D7_1218200	N/A	
PF3D7_1218300	PF3D7_1218300.1	AP-2 complex subunit mu	PVP01_1437100	PF3D7_1218300	AP2-MU	
PF3D7_1218400	PF3D7_1218400.1	triose or hexose phosphate/phosphate translocator, putative	PVP01_1437200	PF3D7_1218400	N/A	
PF3D7_1218500	PF3D7_1218500.1	dynamin-like protein, putative	PVP01_1437300	PF3D7_1218500	DRPC	
PF3D7_1218600	PF3D7_1218600.1	arginine--tRNA ligase	PVP01_1437400	PF3D7_1218600	RRS	
PF3D7_1218800	PF3D7_1218800.1	secreted ookinete protein, putative	PVP01_1437600	PF3D7_1218800	PSOP17	
PF3D7_1218900	PF3D7_1218900.1	WD repeat-containing protein, putative	PVP01_1437700	PF3D7_1218900	N/A	
PF3D7_1219000	PF3D7_1219000.1	formin 2	PVP01_1437800	PF3D7_1219000	FRM2	
PF3D7_1219100	PF3D7_1219100.1	clathrin heavy chain, putative	PVP01_1437900	PF3D7_1219100	CHC	
PF3D7_1219600	PF3D7_1219600.1	aminophospholipid-transporting P-ATPase	PVP01_1438000	PF3D7_1219600	ATPase2	
PF3D7_1219700	PF3D7_1219700.1	raf kinase inhibitor	PVP01_1438100	PF3D7_1219700	RKIP	
PF3D7_1219800	PF3D7_1219800.1	conserved Plasmodium protein, unknown function	PVP01_1438200	PF3D7_1219800	N/A	
PF3D7_1219900	PF3D7_1219900.1	ribulose-phosphate 3-epimerase, putative	PVP01_1438300	PF3D7_1219900	N/A	
PF3D7_1220000	PF3D7_1220000.1	zinc finger protein, putative	PVP01_1438400	PF3D7_1220000	N/A	
PF3D7_1220100	PF3D7_1220100.1	pre-mRNA-processing factor 17, putative	PVP01_1438500	PF3D7_1220100	PRP17	
PF3D7_1220300	PF3D7_1220300.1	cell cycle associated protein, putative	PVP01_1438700	PF3D7_1220300	N/A	
PF3D7_1220400	PF3D7_1220400.1	debranching enzyme-associated ribonuclease, putative	PVP01_1438800	PF3D7_1220400	DRN1	
PF3D7_1220500	PF3D7_1220500.1	ribosome biogenesis protein TSR3, putative	PVP01_1438900	PF3D7_1220500	TSR3	
PF3D7_1220600	PF3D7_1220600.1	conserved Plasmodium protein, unknown function	PVP01_1439000	PF3D7_1220600	N/A	
PF3D7_1220700	PF3D7_1220700.1	conserved Plasmodium protein, unknown function	PVP01_1439100	PF3D7_1220700	N/A	
PF3D7_1220900	PF3D7_1220900.1	heterochromatin protein 1	PVP01_1439200	PF3D7_1220900	HP1	
PF3D7_1221000	PF3D7_1221000.1	histone-lysine N-methyltransferase, H3 lysine-4 specific	PVP01_1439300	PF3D7_1221000	SET10	
PF3D7_1221100	PF3D7_1221100.1	conserved Plasmodium protein, unknown function	PVP01_1439400	PF3D7_1221100	N/A	
PF3D7_1221200	PF3D7_1221200.1	conserved Plasmodium protein, unknown function	PVP01_1439500	PF3D7_1221200	N/A	
PF3D7_1221300	PF3D7_1221300.1	conserved Plasmodium protein, unknown function	PVP01_1439600	PF3D7_1221300	N/A	
PF3D7_1221400	PF3D7_1221400.1	inner membrane complex protein 1h, putative	PVP01_1439700	PF3D7_1221400	IMC1h	
PF3D7_1221500	PF3D7_1221500.1	heptatricopeptide repeat-containing protein, putative	PVP01_1439800	PF3D7_1221500	N/A	
PF3D7_1221600	PF3D7_1221600.1	protein TSSC1, putative	PVP01_1439900	PF3D7_1221600	N/A	
PF3D7_1221700	PF3D7_1221700.1	FbpA domain protein, putative	PVP01_1440000	PF3D7_1221700	N/A	
PF3D7_1221800	PF3D7_1221800.1	conserved protein, unknown function	PVP01_1440100	PF3D7_1221800	N/A	
PF3D7_1221900	PF3D7_1221900.1	conserved Plasmodium membrane protein, unknown function	PVP01_1440200	PF3D7_1221900	N/A	
PF3D7_1222000	PF3D7_1222000.1	tRNA-splicing ligase RtcB, putative	PVP01_1440300	PF3D7_1222000	N/A	
PF3D7_1222100	PF3D7_1222100.1	conserved Plasmodium protein, unknown function	PVP01_1440400	PF3D7_1222100	N/A	
PF3D7_1222300	PF3D7_1222300.1	endoplasmin, putative	PVP01_1440500	PF3D7_1222300	GRP94	
PF3D7_1222500	PF3D7_1222500.1	diphthine--ammonia ligase, putative	PVP01_1440700	PF3D7_1222500	DPH6	
PF3D7_1222700	PF3D7_1222700.1	glideosome-associated protein 45	PVP01_1440900	PF3D7_1222700	GAP45	
PF3D7_1222800	PF3D7_1222800.1	conserved Plasmodium protein, unknown function	PVP01_1441000	PF3D7_1222800	N/A	
PF3D7_1222900	PF3D7_1222900.1	conserved Plasmodium protein, unknown function	PVP01_1441100	PF3D7_1222900	N/A	
PF3D7_1223000	PF3D7_1223000.1	conserved Plasmodium protein, unknown function	PVP01_1441200	PF3D7_1223000	N/A	
PF3D7_1223100	PF3D7_1223100.1	cAMP-dependent protein kinase regulatory subunit	PVP01_1441300	PF3D7_1223100	PKAr	
PF3D7_1223200	PF3D7_1223200.1	nucleus export protein BRR6, putative	PVP01_1441400	PF3D7_1223200	N/A	
PF3D7_1223300	PF3D7_1223300.1	DNA gyrase subunit A	PVP01_1441500	PF3D7_1223300	GyrA	
PF3D7_1223400	PF3D7_1223400.1	phospholipid-transporting ATPase, putative	PVP01_1441600	PF3D7_1223400	N/A	
PF3D7_1223500	PF3D7_1223500.1	conserved Plasmodium protein, unknown function	PVP01_1441700	PF3D7_1223500	N/A	
PF3D7_1223600	PF3D7_1223600.1	conserved Plasmodium protein, unknown function	PVP01_1441800	PF3D7_1223600	N/A	
PF3D7_1223700	PF3D7_1223700.1	vacuolar iron transporter	PVP01_1441900	PF3D7_1223700	VIT	
PF3D7_1223800	PF3D7_1223800.1	citrate/oxoglutarate carrier protein, putative	PVP01_1442000	PF3D7_1223800	YHM2	
PF3D7_1223900	PF3D7_1223900.1	50S ribosomal protein L24, putative	PVP01_1442100	PF3D7_1223900	N/A	
PF3D7_1224000	PF3D7_1224000.1	GTP cyclohydrolase 1	PVP01_1442200	PF3D7_1224000	GCH1	
PF3D7_1224100	PF3D7_1224100.1	conserved protein, unknown function	PVP01_1442300	PF3D7_1224100	N/A	
PF3D7_1224200	PF3D7_1224200.1	BRO1 domain-containing protein, putative	PVP01_1442400	PF3D7_1224200	N/A	
PF3D7_1224300	PF3D7_1224300.1	polyadenylate-binding protein 1, putative	PVP01_1442500	PF3D7_1224300	PABP1	
PF3D7_1224400	PF3D7_1224400.1	WD repeat-containing protein, putative	PVP01_1442600	PF3D7_1224400	N/A	
PF3D7_1224500	PF3D7_1224500.1	histone chaperone ASF1, putative	PVP01_1442700	PF3D7_1224500	ASF1	
PF3D7_1224600	PF3D7_1224600.1	cytochrome c heme lyase, putative	PVP01_1442800	PF3D7_1224600	CCHL	
PF3D7_1224700	PF3D7_1224700.1	conserved Plasmodium protein, unknown function	PVP01_1442900	PF3D7_1224700	N/A	
PF3D7_1224800	PF3D7_1224800.1	conserved protein, unknown function	PVP01_1443000	PF3D7_1224800	N/A	
PF3D7_1224900	PF3D7_1224900.1	splicing factor 3B subunit 6, putative	PVP01_1443100	PF3D7_1224900	SF3B6	
PF3D7_1225000	PF3D7_1225000.1	conserved Plasmodium protein, unknown function	PVP01_1443200	PF3D7_1225000	N/A	
PF3D7_1225100	PF3D7_1225100.1	isoleucine--tRNA ligase, putative	PVP01_1443300	PF3D7_1225100	api-IRS	
PF3D7_1225300	PF3D7_1225300.1	conserved protein, unknown function	PVP01_1443500	PF3D7_1225300	N/A	
PF3D7_1225400	PF3D7_1225400.1	rRNA-processing protein, putative	PVP01_1443600	PF3D7_1225400	N/A	
PF3D7_1225500	PF3D7_1225500.1	small subunit rRNA processing factor, putative	PVP01_1443700	PF3D7_1225500	N/A	
PF3D7_1225600	PF3D7_1225600.1	conserved Plasmodium protein, unknown function	PVP01_1443800	PF3D7_1225600	N/A	
PF3D7_1225700	PF3D7_1225700.1	VAC14 domain-containing protein, putative	PVP01_1443900	PF3D7_1225700	N/A	
PF3D7_1225800	PF3D7_1225800.1	ubiquitin-activating enzyme E1	PVP01_1444000	PF3D7_1225800	UBA1	
PF3D7_1225900	PF3D7_1225900.1	conserved Plasmodium protein, unknown function	PVP01_1444100	PF3D7_1225900	N/A	
PF3D7_1226000	PF3D7_1226000.1	conserved protein, unknown function	PVP01_1444200	PF3D7_1226000	N/A	
PF3D7_1226100	PF3D7_1226100.1	haloacid dehalogenase-like hydrolase, putative	PVP01_1444300,PVP01_1444500	PF3D7_1226100	HAD3	
PF3D7_1226300	PF3D7_1226300.1	haloacid dehalogenase-like hydrolase, putative	PVP01_1444300,PVP01_1444500	PF3D7_1226300	HAD2	
PF3D7_1226400	PF3D7_1226400.1	Mic1 domain-containing protein, putative	PVP01_1444600	PF3D7_1226400	N/A	
PF3D7_1226500	PF3D7_1226500.1	heptatricopeptide repeat and RAP domain-containing protein, putative	PVP01_1444700	PF3D7_1226500	N/A	
