Gene ID	source_id	Product Description	Gene Name or Symbol	gene_source_id	P. falciparum Su Seven Stages RNA Seq data - Ring - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Early Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Late Trophozoite - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Schizont - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte II - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Gametocyte V - unique (3D7 7Stages RNA-Seq)	P. falciparum Su Seven Stages RNA Seq data - Ookinete - unique (3D7 7Stages RNA-Seq)	
PF3D7_1019500	PF3D7_1019500.1	TMEM94 domain-containing protein, putative	N/A	PF3D7_1019500	6.97	1.56	88.71	67.23	10.01	24.91	124.01	
PF3D7_1019500	PF3D7_1019500.2	TMEM94 domain-containing protein, putative	N/A	PF3D7_1019500	6.97	1.56	88.71	67.23	10.01	24.91	124.01	
PF3D7_1019600	PF3D7_1019600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1019600	4.21	0.38	26.21	37.33	21.13	161.18	61.41	
PF3D7_1019700	PF3D7_1019700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1019700	5.22	3.42	17.84	13.44	10.7	29.2	97.77	
PF3D7_1019800	PF3D7_1019800.1	tRNA methyltransferase, putative	N/A	PF3D7_1019800	3.45	9.04	23.06	19.78	12.98	52.64	7.77	
PF3D7_1019900	PF3D7_1019900.1	autophagy-related protein 8	ATG8	PF3D7_1019900	13.14	58.42	145.79	165.12	628.1	2294.67	253.84	
PF3D7_1020000	PF3D7_1020000.1	RNA-binding protein 34, putative	RBM34	PF3D7_1020000	128.53	158.56	123.68	30.67	389.14	158	287.03	
PF3D7_1020100	PF3D7_1020100.1	flagellar outer arm dynein-associated protein, putative	N/A	PF3D7_1020100	7.22	4	5.31	8.09	1564.78	597.65	573.55	
PF3D7_1020200	PF3D7_1020200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1020200	3.3	0.43	6.22	3.51	30.48	630.19	1628.72	
PF3D7_1020300	PF3D7_1020300.1	cytoplasmic dynein intermediate chain, putative	N/A	PF3D7_1020300	5.88	0.93	15.11	57.36	160.34	164.69	162.9	
PF3D7_1020400	PF3D7_1020400.1	rRNA (cytosine-C(5))-methyltransferase, putative	RCM1	PF3D7_1020400	25.59	16.03	9.07	2.06	16.57	33.21	4.94	
PF3D7_1020500	PF3D7_1020500.1	ribosomal silencing factor RsfS, putative	N/A	PF3D7_1020500	12.62	8.16	8.39	2.44	4.63	15.72	13.69	
PF3D7_1020600	PF3D7_1020600.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1020600	7.32	3.75	3.77	0.87	4.67	20.24	4.41	
PF3D7_1020700	PF3D7_1020700.1	N-acetyltransferase, GNAT family, putative	N/A	PF3D7_1020700	28.76	37.11	9.72	1.79	5.08	24.11	8.59	
PF3D7_1020800	PF3D7_1020800.1	dihydrolipoamide acyltransferase component E2	DLAT	PF3D7_1020800	20.15	5.42	8.46	2.58	113.51	78.63	321.75	
PF3D7_1020900	PF3D7_1020900.1	ADP-ribosylation factor	ARF1	PF3D7_1020900	407.35	871.71	1875.43	4837.93	3410.49	588.46	509.4	
PF3D7_1021000	PF3D7_1021000.1	conserved protein, unknown function	N/A	PF3D7_1021000	6.56	14.28	51.71	51.31	35.47	37.52	477.57	
PF3D7_1021100	PF3D7_1021100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1021100	9.87	1.71	8.31	6.21	2.2	7.86	2.81	
PF3D7_1021200	PF3D7_1021200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1021200	3.86	3.85	69.26	52.05	39.46	67.07	571.94	
PF3D7_1021300	PF3D7_1021300.1	apicoplast integral membrane protein, putative	N/A	PF3D7_1021300	4.61	0.45	24.93	15.42	14.7	22.28	42.5	
PF3D7_1021400	PF3D7_1021400.1	endomembrane protein 70, putative	N/A	PF3D7_1021400	85.14	26.93	89.99	52.27	51.49	38	18.39	
PF3D7_1021500	PF3D7_1021500.1	ATP-dependent RNA helicase ROK1, putative	ROK1	PF3D7_1021500	31.85	20.77	12.98	6.36	29.99	194.53	71.35	
PF3D7_1021600	PF3D7_1021600.1	deoxyribose-phosphate aldolase, putative	DPA	PF3D7_1021600	43.77	78.53	206.3	50.82	853.52	186.42	443.19	
PF3D7_1021700	PF3D7_1021700.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1021700	6.41	51.22	20.84	22.74	11.39	53.49	32.74	
PF3D7_1021800	PF3D7_1021800.1	schizont egress antigen-1	SEA1	PF3D7_1021800	7.97	5.81	73.94	86.94	25.56	38.54	401.16	
PF3D7_1021900	PF3D7_1021900.1	PHAX domain-containing protein, putative	N/A	PF3D7_1021900	22.13	63.72	156.83	55.41	35.45	117.33	122.7	
PF3D7_1022000	PF3D7_1022000.1	RNA-binding protein, putative	N/A	PF3D7_1022000	20.04	29.45	21.95	3.91	9.05	37.18	97.97	
PF3D7_1022100	PF3D7_1022100.1	methyltransferase, putative	N/A	PF3D7_1022100	98.46	14.73	6.74	3.18	38.82	61.84	0	
PF3D7_1022200	PF3D7_1022200.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1022200	8.45	19.13	47.66	20.31	19.37	48.16	0	
PF3D7_1022300	PF3D7_1022300.1	ZIP domain-containing protein, putative	ZIPCO	PF3D7_1022300	1.91	0.78	7.68	1.9	56.16	47.39	10.65	
PF3D7_1022400	PF3D7_1022400.1	serine/arginine-rich splicing factor 4	SRSF4	PF3D7_1022400	246.51	622.7	326.03	138.62	49.43	20.75	65.31	
PF3D7_1022500	PF3D7_1022500.1	citrate synthase, mitochondrial, putative	CS	PF3D7_1022500	21.79	10.23	64.92	33.3	20.18	24.79	29.89	
PF3D7_1022600	PF3D7_1022600.1	kelch protein K10	Kelch10	PF3D7_1022600	30.8	27.08	7.29	1.16	4.47	26.65	22.23	
PF3D7_1022700	PF3D7_1022700.1	phospholipid scramblase, putative	N/A	PF3D7_1022700	70.8	6.29	66.78	108.43	45.5	195.29	170.65	
PF3D7_1022800	PF3D7_1022800.1	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (ferredoxin), putative	ISPG	PF3D7_1022800	3.98	1.67	33.01	19.51	4.55	5.25	15.02	
PF3D7_1022900	PF3D7_1022900.1	CDGSH iron-sulfur domain-containing protein, putative	N/A	PF3D7_1022900	8.09	8.15	131.41	45.1	1355.05	202.68	70.83	
PF3D7_1023000	PF3D7_1023000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1023000	3.15	4.07	10.58	11.47	46.21	183.72	57.48	
PF3D7_1023100	PF3D7_1023100.1	dynein heavy chain, putative	N/A	PF3D7_1023100	2.89	0.52	0.71	0.07	2.66	12.84	25.8	
PF3D7_1023200	PF3D7_1023200.1	orotidine 5'-phosphate decarboxylase	OMPDC	PF3D7_1023200	47.55	17.97	14.93	2.55	36.22	86.52	6.12	
PF3D7_1023300	PF3D7_1023300.1	conserved protein, unknown function	N/A	PF3D7_1023300	8.5	1.91	53.69	7.74	120.29	822.3	117.75	
PF3D7_1023400	PF3D7_1023400.1	HORMA domain protein, putative	N/A	PF3D7_1023400	9.25	2.61	66.81	16.85	312.56	687.67	20.24	
PF3D7_1023500	PF3D7_1023500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1023500	5.78	1.56	14.89	2.11	92.21	420.88	20.24	
PF3D7_1023600	PF3D7_1023600.1	conserved protein, unknown function	N/A	PF3D7_1023600	2.76	0.7	2.52	2.01	15.56	85.03	12.56	
PF3D7_1023700	PF3D7_1023700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1023700	3.06	0.47	0.22	0.27	4.8	11.71	1.31	
PF3D7_1023800	PF3D7_1023800.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1023800	6.8	0.4	2.86	2.45	6.04	9.96	0.65	
PF3D7_1023900	PF3D7_1023900.1	chromodomain-helicase-DNA-binding protein 1 homolog, putative	CHD1	PF3D7_1023900	481.97	1230.33	794.91	759.76	85.21	77.32	389.89	
PF3D7_1024000	PF3D7_1024000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1024000	11.79	27.92	37.95	9.83	7.04	27	232.59	
PF3D7_1024100	PF3D7_1024100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1024100	4.2	3.1	8.04	1.49	4.04	17.21	86.14	
PF3D7_1024200	PF3D7_1024200.1	RNA-binding protein, putative	N/A	PF3D7_1024200	4.22	7.29	33.15	11.54	405.29	82.07	58.51	
PF3D7_1024300	PF3D7_1024300.1	ATP synthase-associated protein, putative	N/A	PF3D7_1024300	5.19	3.12	34.7	4.73	266.97	1337.86	102.18	
PF3D7_1024400	PF3D7_1024400.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1024400	2.93	0.41	7.71	1.23	11.43	41.42	33.51	
PF3D7_1024500	PF3D7_1024500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1024500	4.06	1.16	19.83	1.56	21.26	58.83	18.71	
PF3D7_1024600	PF3D7_1024600.1	RAP protein, putative	N/A	PF3D7_1024600	5.09	3.53	14.41	1.43	17.04	49.61	73.11	
PF3D7_1024700	PF3D7_1024700.1	conserved protein, unknown function	N/A	PF3D7_1024700	2.96	2.98	26.01	10.8	8.74	17.02	354.13	
PF3D7_1024800	PF3D7_1024800.1	exported protein 3	EXP3	PF3D7_1024800	566.53	552.31	330.17	82	414.96	314.13	499.84	
PF3D7_1024900	PF3D7_1024900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1024900	6.52	3.05	5.41	2.1	1.64	4.05	4.42	
PF3D7_1025000	PF3D7_1025000.1	Eps15-like protein	EPS15	PF3D7_1025000	91.68	48.3	69.97	124.77	43.07	75.75	172.33	
PF3D7_1025100	PF3D7_1025100.1	glutamine--fructose-6-phosphate aminotransferase [isomerizing], putative	GFPT	PF3D7_1025100	25.52	12.55	68.43	51.97	32.38	30.15	158.89	
PF3D7_1025200	PF3D7_1025200.1	ATP synthase mitochondrial F1 complex assembly factor 2, putative	ATP12	PF3D7_1025200	3.83	2.5	13.9	4.81	19.15	58.18	10.4	
PF3D7_1025300	PF3D7_1025300.1	conserved protein, unknown function	N/A	PF3D7_1025300	3.5	12.61	24.49	6.71	4.45	11.89	9.67	
PF3D7_1025400	PF3D7_1025400.1	conserved Plasmodium membrane protein, unknown function	N/A	PF3D7_1025400	2.88	0.71	21.05	21.87	7.86	32.1	69.31	
PF3D7_1025500	PF3D7_1025500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1025500	2.9	0.45	4.55	0.97	5.27	23.6	49.17	
PF3D7_1025600	PF3D7_1025600.1	cytochrome c oxidase copper chaperone, putative	COX17	PF3D7_1025600	6.66	0.75	52.74	12.14	117.36	279.63	291.63	
PF3D7_1025700	PF3D7_1025700.1	conserved protein, unknown function	N/A	PF3D7_1025700	4.22	3.53	41.48	12.08	100.5	136.47	174.05	
PF3D7_1025800	PF3D7_1025800.1	conserved protein, unknown function	N/A	PF3D7_1025800	2.5	0	29.44	15.18	312.38	250.85	43.75	
PF3D7_1025900	PF3D7_1025900.1	conserved protein, unknown function	N/A	PF3D7_1025900	6.85	7.55	64.27	115.91	34.54	82.82	328.66	
PF3D7_1026000	PF3D7_1026000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1026000	55.86	222.91	121.78	22.68	40.3	117.73	115.77	
PF3D7_1026100	PF3D7_1026100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1026100	8.42	6.02	2.35	0	217.87	1889.67	244.07	
PF3D7_1026200	PF3D7_1026200.1	conserved protein, unknown function	N/A	PF3D7_1026200	6.15	11.01	18.41	1.75	14.74	40.95	26.94	
PF3D7_1026300	PF3D7_1026300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1026300	4.44	5.55	12.23	1.84	6.38	19.44	209	
PF3D7_1026400	PF3D7_1026400.1	cell division cycle protein 20 homolog, putative	CDC20	PF3D7_1026400	3.75	0.68	7.11	1.71	20.98	16.44	91.11	
PF3D7_1026500	PF3D7_1026500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1026500	9.57	2.88	32.89	29.07	188.44	70.89	2150.7	
PF3D7_1026600	PF3D7_1026600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1026600	9.1	4.83	53.45	22.92	4.16	25.02	205.57	
PF3D7_1026800	PF3D7_1026800.1	40S ribosomal protein S2	RPS2	PF3D7_1026800	3525.25	5060.59	2951.66	1238.4	745.05	278.84	369.95	
PF3D7_1026900	PF3D7_1026900.1	biotin--protein ligase 1	HCS1	PF3D7_1026900	16.32	1.21	4.95	0.7	33.82	159.01	13.44	
PF3D7_1027000	PF3D7_1027000.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1027000	10.72	11.78	6.35	3.53	20.14	37.69	20.25	
PF3D7_1027100	PF3D7_1027100.1	U3 small nucleolar ribonucleoprotein protein MPP10, putative	MPP10	PF3D7_1027100	72.46	54.63	14.08	1.07	9.26	21.98	25.65	
PF3D7_1027200	PF3D7_1027200.1	ribosomal protein S22, mitochondrial, putative	N/A	PF3D7_1027200	42.51	41.95	28.01	8.32	52.26	25.9	7.61	
PF3D7_1027300	PF3D7_1027300.1	peroxiredoxin	nPrx	PF3D7_1027300	401.21	201.79	2171.34	8740.06	1009.17	141.77	849.36	
PF3D7_1027400	PF3D7_1027400.1	DNA-directed RNA polymerase II subunit RPB7, putative	RPB7	PF3D7_1027400	149.23	211.71	142.44	38.27	244.61	242.32	122.55	
PF3D7_1027500	PF3D7_1027500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1027500	7.76	21.68	16	0	59.48	176.21	95.08	
PF3D7_1027600	PF3D7_1027600.1	meiotic recombination protein SPO11-2, putative	SPO11-2	PF3D7_1027600	7.23	8.49	5.2	4.9	12.54	68.04	122.11	
PF3D7_1027700	PF3D7_1027700.1	centrin-3	CEN3	PF3D7_1027700	13.12	2.25	150.86	77.4	398.03	196.62	180.45	
PF3D7_1027700	PF3D7_1027700.2	centrin-3	CEN3	PF3D7_1027700	13.12	2.25	150.86	77.4	398.03	196.62	180.45	
PF3D7_1027800	PF3D7_1027800.1	60S ribosomal protein L3	RPL3	PF3D7_1027800	999.72	2266.01	1672.7	504	369.06	61.24	384.32	
PF3D7_1027900	PF3D7_1027900.1	palmitoyltransferase DHHC10, putative	DHHC10	PF3D7_1027900	10.69	6.07	9.19	1.44	601.16	3985.5	123.08	
PF3D7_1028000	PF3D7_1028000.1	methyltransferase, putative	N/A	PF3D7_1028000	97.16	133.76	24.36	4.52	25.09	19.65	32.55	
PF3D7_1028100	PF3D7_1028100.1	protoporphyrinogen oxidase	PPO	PF3D7_1028100	4.64	0.84	1.09	0.34	8.47	14.44	48.76	
PF3D7_1028200	PF3D7_1028200.1	RING zinc finger protein, putative	N/A	PF3D7_1028200	12.77	2.79	54.29	37.53	63.16	450.97	84.73	
PF3D7_1028300	PF3D7_1028300.1	rRNA-processing protein EBP2, putative	EBP2	PF3D7_1028300	17.21	29.41	7.26	0	23.03	97.78	123.94	
PF3D7_1028400	PF3D7_1028400.1	ribosome biogenesis protein RPF2, putative	N/A	PF3D7_1028400	108.71	55.81	19.9	4.69	20.13	30.77	29.71	
PF3D7_1028500	PF3D7_1028500.1	partial CSTF domain-containing protein, putative	N/A	PF3D7_1028500	37.33	32.13	25	13.53	12.87	87.82	90.41	
PF3D7_1028600	PF3D7_1028600.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1028600	5.93	1.78	136.02	69.6	729.4	349.95	1723.69	
PF3D7_1028700	PF3D7_1028700.1	merozoite TRAP-like protein	MTRAP	PF3D7_1028700	14.3	2.56	282.55	160.9	85.37	44.69	402.38	
PF3D7_1028800	PF3D7_1028800.1	conserved protein, unknown function	N/A	PF3D7_1028800	4.8	2.16	58.31	45.48	291.41	91.24	88.23	
PF3D7_1028900	PF3D7_1028900.1	inner membrane complex protein 1m, putative	IMC1m	PF3D7_1028900	4.29	0.41	9.81	17.29	5.39	56.87	160.79	
PF3D7_1029000	PF3D7_1029000.1	conserved Plasmodium protein, unknown function, pseudogene	N/A	PF3D7_1029000	2.95	2.07	2.53	0.3	6.27	16.77	6.45	
PF3D7_1029100	PF3D7_1029100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1029100	2.64	6.69	6.33	0.89	2.18	4.15	21.29	
PF3D7_1029100	PF3D7_1029100.2	conserved Plasmodium protein, unknown function	N/A	PF3D7_1029100	2.64	6.69	6.33	0.89	2.18	4.15	21.29	
PF3D7_1029200	PF3D7_1029200.1	WD repeat-containing protein, putative	N/A	PF3D7_1029200	47.06	17.17	6	0.74	35.88	128.63	10.7	
PF3D7_1029300	PF3D7_1029300.1	conserved protein, unknown function	N/A	PF3D7_1029300	11.7	36.28	42.89	16.55	13.08	13.96	39.74	
PF3D7_1029400	PF3D7_1029400.1	LEM3/CDC50 family protein, putative	CDC50C	PF3D7_1029400	33.51	39.87	37.13	27.14	32.03	81.61	218.26	
PF3D7_1029500	PF3D7_1029500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1029500	5.3	0.37	0.9	1.48	18.57	23.64	0	
PF3D7_1029600	PF3D7_1029600.1	adenosine deaminase	ADA	PF3D7_1029600	185	163.59	1015.91	169.38	259.27	211.24	111.82	
PF3D7_1029700	PF3D7_1029700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1029700	5.76	0.59	2.42	2.39	6.8	6.12	31.27	
PF3D7_1029800	PF3D7_1029800.1	heptatricopeptide repeat and RAP domain-containing protein, putative	HPR2	PF3D7_1029800	4.91	11.08	113.58	199.8	53.05	9.9	10.19	
PF3D7_1029900	PF3D7_1029900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1029900	6.17	1.44	120.09	202.63	32.69	101.61	78.25	
PF3D7_1030000	PF3D7_1030000.1	transcription elongation factor SPT4, putative	SPT4	PF3D7_1030000	345.32	192.82	145.96	163.27	1889.12	473.18	107.3	
PF3D7_1030100	PF3D7_1030100.1	pre-mRNA-splicing factor ATP-dependent RNA helicase PRP22, putative	PRP22	PF3D7_1030100	77.87	98.29	111.6	49.72	29.82	16.62	73.73	
PF3D7_1030200	PF3D7_1030200.1	claudin-like apicomplexan microneme protein, putative	CLAMP	PF3D7_1030200	37.55	5.09	132.5	507.99	81.71	76.57	189.08	
PF3D7_1030300	PF3D7_1030300.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1030300	40.64	8.72	15.49	15.59	12.88	108.19	148.47	
PF3D7_1030400	PF3D7_1030400.1	conserved protein, unknown function	N/A	PF3D7_1030400	6.9	1.46	3.89	5.18	9.67	13.03	10.66	
PF3D7_1030500	PF3D7_1030500.1	26S proteasome regulatory subunit RPN9, putative	RPN9	PF3D7_1030500	20.84	23.98	42.13	23.05	11.91	39.57	8.81	
PF3D7_1030600	PF3D7_1030600.1	tRNA N6-adenosine threonylcarbamoyltransferase	KAE1	PF3D7_1030600	25.91	16.03	15.46	3.1	3.33	12.37	34.76	
PF3D7_1030700	PF3D7_1030700.1	RNA methyltransferase, putative	N/A	PF3D7_1030700	21.07	24.94	8.73	2.4	26.84	82.91	15.37	
PF3D7_1030800	PF3D7_1030800.1	calmodulin, putative	N/A	PF3D7_1030800	6.12	2.16	13.51	19.38	33.61	70.56	30.26	
PF3D7_1030900	PF3D7_1030900.1	ookinete surface protein P28	P28	PF3D7_1030900	18.62	4.66	44.37	89.53	576.08	1043.52	694.99	
PF3D7_1031000	PF3D7_1031000.1	ookinete surface protein P25	P25	PF3D7_1031000	9.35	1.64	8.8	8.52	4217.91	23349.99	3477.26	
PF3D7_1031100	PF3D7_1031100.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1031100	4.59	10.49	8.11	5.58	48.85	271.7	40.2	
PF3D7_1031200	PF3D7_1031200.1	MORN repeat-containing protein 1	MORN1	PF3D7_1031200	13.34	6.85	104.88	340.98	95.82	805.57	442.8	
PF3D7_1031300	PF3D7_1031300.1	SAE2 domain-containing protein, putative	N/A	PF3D7_1031300	5.73	12.49	17.5	5.16	14.16	66.94	64.67	
PF3D7_1031400	PF3D7_1031400.1	OTU-like cysteine protease	OTU	PF3D7_1031400	2.69	1.94	23.23	48.87	12.16	74.05	32.49	
PF3D7_1031400	PF3D7_1031400.2	OTU-like cysteine protease	OTU	PF3D7_1031400	2.69	1.94	23.23	48.87	12.16	74.05	32.49	
PF3D7_1031500	PF3D7_1031500.1	DEAD/DEAH box helicase, putative	N/A	PF3D7_1031500	62.75	25.25	90.81	40.02	29.02	72.42	88.03	
PF3D7_1031600	PF3D7_1031600.1	protein GEXP15	GEXP15	PF3D7_1031600	51.82	103.31	89.35	49.72	54.98	40.17	27.39	
PF3D7_1031700	PF3D7_1031700.1	protein phosphatase inhibitor 3	I3	PF3D7_1031700	24.69	60.23	306.88	82.91	1461.47	415.86	173.73	
PF3D7_1031800	PF3D7_1031800.1	conserved protein, unknown function	N/A	PF3D7_1031800	2.53	0.48	32.01	26.16	4.13	12.31	50.04	
PF3D7_1031900	PF3D7_1031900.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1031900	3.2	0.85	7.15	1.03	23.63	42.69	37.95	
PF3D7_1032000	PF3D7_1032000.1	ribosome maturation factor RimM, putative	RimM	PF3D7_1032000	5.15	6.44	27.27	6.72	15.61	191.51	187.68	
PF3D7_1032100	PF3D7_1032100.1	mRNA-decapping enzyme subunit 1, putative	DCP1	PF3D7_1032100	83.27	57.15	48.53	16.64	19.31	99.32	112.81	
PF3D7_1032200	PF3D7_1032200.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1032200	11.33	3.14	2.89	1.59	54.17	389.87	114.41	
PF3D7_1032300	PF3D7_1032300.1	conserved protein, unknown function	N/A	PF3D7_1032300	5.78	6.21	6.41	1.66	12.11	102.78	27.29	
PF3D7_1032400	PF3D7_1032400.1	phosphatidylinositol N-acetylglucosaminyltransferase subunit A, putative	PIGA	PF3D7_1032400	5.76	2.65	68.06	57.63	24.13	21.49	167.41	
PF3D7_1032500	PF3D7_1032500.1	DER1-like protein, putative	Der1-2	PF3D7_1032500	11.58	29.21	142.95	45.35	566.79	191.19	238.5	
PF3D7_1032600	PF3D7_1032600.1	conserved protein, unknown function	N/A	PF3D7_1032600	4.36	2.76	4.75	1.18	11.03	55.77	31.07	
PF3D7_1032700	PF3D7_1032700.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1032700	17.07	22.4	31.39	14.9	17.37	45.3	53.69	
PF3D7_1032800	PF3D7_1032800.1	leucine-rich repeat protein	LRR1	PF3D7_1032800	2.56	2.31	18.56	9.32	25.74	65.4	19.19	
PF3D7_1032900	PF3D7_1032900.1	RNA polymerase II-associated protein 1, putative	N/A	PF3D7_1032900	10.2	8.02	3.78	0.71	3.77	19.12	6.25	
PF3D7_1033000	PF3D7_1033000.1	heptatricopeptide repeat-containing protein HPR1, putative	HPR1	PF3D7_1033000	24.49	16.35	29.16	21.67	46.36	78.24	42.34	
PF3D7_1033100	PF3D7_1033100.1	S-adenosylmethionine decarboxylase/ornithine decarboxylase	AdoMetDC/ODC	PF3D7_1033100	547.39	600.44	487.58	203.38	28.38	58.75	198.66	
PF3D7_1033200	PF3D7_1033200.1	early transcribed membrane protein 10.2	ETRAMP10.2	PF3D7_1033200	81.3	1698.11	461.65	376.27	376.14	24.15	327.27	
PF3D7_1033300	PF3D7_1033300.1	conserved protein, unknown function	N/A	PF3D7_1033300	23.48	39.85	36.28	0	95.41	16.48	12.09	
PF3D7_1033400	PF3D7_1033400.1	haloacid dehalogenase-like hydrolase	HAD1	PF3D7_1033400	264.57	510.98	205.05	35	35.74	11.85	44.6	
PF3D7_1033500	PF3D7_1033500.1	WD repeat-containing protein 70, putative	WDR70	PF3D7_1033500	27.36	17.76	23.79	13.37	10.25	64.49	50.28	
PF3D7_1033600	PF3D7_1033600.1	pre-mRNA-splicing factor CEF1, putative	CEF1	PF3D7_1033600	153.9	223.76	128.93	80.67	37.67	23.89	125.57	
PF3D7_1033700	PF3D7_1033700.1	bromodomain protein 1	BDP1	PF3D7_1033700	159.14	135.54	145.66	63.31	17.76	106.51	258.53	
PF3D7_1033800	PF3D7_1033800.1	plasmepsin VII	N/A	PF3D7_1033800	4.9	0.23	2.03	0	13.79	150.51	57.16	
PF3D7_1033900	PF3D7_1033900.1	ubiquitin-conjugating enzyme E2, putative	N/A	PF3D7_1033900	37.46	34.04	1044.5	823.45	1361.85	953.96	423.48	
PF3D7_1034000	PF3D7_1034000.1	Sec1 family protein, putative	SLY1	PF3D7_1034000	18.34	12.61	53.01	23	14.49	72.65	49.28	
PF3D7_1034100	PF3D7_1034100.1	conserved protein, unknown function	N/A	PF3D7_1034100	0.8	1.45	9.76	2.93	31.63	66.93	42.19	
PF3D7_1034200	PF3D7_1034200.1	ribosomal protein L27, putative	RPL27	PF3D7_1034200	5.8	2.61	21.53	8.64	58.41	255.9	50.73	
PF3D7_1034300	PF3D7_1034300.1	thioredoxin-like associated protein 2, putative	TLAP2	PF3D7_1034300	1.92	0.38	1.02	0.78	1.33	22.38	223.15	
PF3D7_1034400	PF3D7_1034400.1	flavoprotein subunit of succinate dehydrogenase	SDHA	PF3D7_1034400	7.53	11.47	144.7	74.46	14.3	8.52	7.84	
PF3D7_1034500	PF3D7_1034500.1	conserved Plasmodium protein, unknown function	N/A	PF3D7_1034500	3.78	3.75	28.66	9.83	7.06	10.77	6.89	
PF3D7_1034600	PF3D7_1034600.1	translation initiation factor IF-3, putative	IF3b	PF3D7_1034600	1.46	0.49	39.29	29.86	116.6	233.33	14.35	
PF3D7_1034700	PF3D7_1034700.1	ADP-ribosylation factor, putative	N/A	PF3D7_1034700	1.58	0.57	41.7	34.59	28.19	432.73	16.62	
PF3D7_1034800	PF3D7_1034800.1	conserved protein, unknown function	N/A	PF3D7_1034800	4.37	5.3	16.09	3.06	96.12	79.04	7.36	
PF3D7_1034900	PF3D7_1034900.1	methionine--tRNA ligase	MRScyt	PF3D7_1034900	77.77	15.55	209.68	63.31	9.63	15.55	11.14	
PF3D7_1035000	PF3D7_1035000.1	U2 snRNA/tRNA pseudouridine synthase, putative	N/A	PF3D7_1035000	6.89	4.62	3.4	0.62	2.83	17.44	4.49	
PF3D7_1035100	PF3D7_1035100.1	probable protein, unknown function	N/A	PF3D7_1035100	5.64	0.73	79.77	117.89	5.85	20.9	62.63	
PF3D7_1035200	PF3D7_1035200.1	S-antigen	N/A	PF3D7_1035200	6.38	0.35	104.25	14.79	244.33	32.45	232.66	
PF3D7_1035300	PF3D7_1035300.1	glutamate-rich protein GLURP	GLURP	PF3D7_1035300	7.11	1.57	88.47	214.09	3.14	5.55	43.39	
PF3D7_1035400	PF3D7_1035400.1	merozoite surface protein 3	MSP3	PF3D7_1035400	17.71	25.89	292.5	243.61	11.57	20.68	322.6	
PF3D7_1035500	PF3D7_1035500.1	merozoite surface protein 6	MSP6	PF3D7_1035500	13.25	12.22	89.12	187.54	5.99	5.83	178.59	
PF3D7_1035600	PF3D7_1035600.1	merozoite surface protein	H101	PF3D7_1035600	7.73	1.56	31.2	51.96	4.42	1.97	7	
PF3D7_1035700	PF3D7_1035700.1	duffy binding-like merozoite surface protein	DBLMSP	PF3D7_1035700	10.55	1.54	174.57	301.32	13.96	4.51	112.22	
PF3D7_1035800	PF3D7_1035800.1	probable protein, unknown function	M712	PF3D7_1035800	32.97	247.43	9.59	3.76	0.82	0.78	0	
